ID,Title,description,topics,category,hints,similar_questions,corpus,length
2,add two number,given two nonempty linked list representing two nonnegative integer digit stored reverse order node contains single digit add two number return sumnbspas linked list may assume two number contain leading zero except number nbsp example input l l output explanation example input l l output example input l l output nbsp constraint number node linked list range lt nodeval lt guaranteed list represents number leading zero,linked list math recursion,algorithm,,title multiply string titleslug multiplystrings difficulty medium translatedtitle null title add binary titleslug addbinary difficulty easy translatedtitle null title sum two integer titleslug sumoftwointegers difficulty medium translatedtitle null title add string titleslug addstrings difficulty easy translatedtitle null title add two number ii titleslug addtwonumbersii difficulty medium translatedtitle null title add arrayform integer titleslug addtoarrayformofinteger difficulty easy translatedtitle null title add two polynomial represented linked list titleslug addtwopolynomialsrepresentedaslinkedlists difficulty medium translatedtitle null title double number represented linked list titleslug doubleanumberrepresentedasalinkedlist difficulty medium translatedtitle null,TITLE add two number CATEGORY algorithm TOPICS linked list math recursion DESCRIPTION given two nonempty linked list representing two nonnegative integer digit stored reverse order node contains single digit add two number return sumnbspas linked list may assume two number contain leading zero except number nbsp example input l l output explanation example input l l output example input l l output nbsp constraint number node linked list range lt nodeval lt guaranteed list represents number leading zero HINTS  SIMILAR title multiply string titleslug multiplystrings difficulty medium translatedtitle null title add binary titleslug addbinary difficulty easy translatedtitle null title sum two integer titleslug sumoftwointegers difficulty medium translatedtitle null title add string titleslug addstrings difficulty easy translatedtitle null title add two number ii titleslug addtwonumbersii difficulty medium translatedtitle null title add arrayform integer titleslug addtoarrayformofinteger difficulty easy translatedtitle null title add two polynomial represented linked list titleslug addtwopolynomialsrepresentedaslinkedlists difficulty medium translatedtitle null title double number represented linked list titleslug doubleanumberrepresentedasalinkedlist difficulty medium translatedtitle null,163
3,longest substring without repeating character,given string find length longest substring without duplicate character nbsp example input quotabcabcbbquot output explanation answer quotabcquot length example input quotbbbbbquot output explanation answer quotbquot length example input quotpwwkewquot output explanation answer quotwkequot length notice answer must substring quotpwkequot subsequence substring nbsp constraint lt slength lt consists english letter digit symbol space,hash table string sliding window,algorithm,generate possible substring check substring valid keep updating maxlen accordingly,title longest substring two distinct character titleslug longestsubstringwithatmosttwodistinctcharacters difficulty medium translatedtitle null title longest substring k distinct character titleslug longestsubstringwithatmostkdistinctcharacters difficulty medium translatedtitle null title subarrays k different integer titleslug subarrayswithkdifferentintegers difficulty hard translatedtitle null title maximum erasure value titleslug maximumerasurevalue difficulty medium translatedtitle null title number equal count substring titleslug numberofequalcountsubstrings difficulty medium translatedtitle null title minimum consecutive card pick titleslug minimumconsecutivecardstopickup difficulty medium translatedtitle null title longest nice subarray titleslug longestnicesubarray difficulty medium translatedtitle null title optimal partition string titleslug optimalpartitionofstring difficulty medium translatedtitle null title count complete subarrays array titleslug countcompletesubarraysinanarray difficulty medium translatedtitle null title find longest special substring occurs thrice ii titleslug findlongestspecialsubstringthatoccursthriceii difficulty medium translatedtitle null title find longest special substring occurs thrice titleslug findlongestspecialsubstringthatoccursthricei difficulty medium translatedtitle null,TITLE longest substring without repeating character CATEGORY algorithm TOPICS hash table string sliding window DESCRIPTION given string find length longest substring without duplicate character nbsp example input quotabcabcbbquot output explanation answer quotabcquot length example input quotbbbbbquot output explanation answer quotbquot length example input quotpwwkewquot output explanation answer quotwkequot length notice answer must substring quotpwkequot subsequence substring nbsp constraint lt slength lt consists english letter digit symbol space HINTS generate possible substring check substring valid keep updating maxlen accordingly SIMILAR title longest substring two distinct character titleslug longestsubstringwithatmosttwodistinctcharacters difficulty medium translatedtitle null title longest substring k distinct character titleslug longestsubstringwithatmostkdistinctcharacters difficulty medium translatedtitle null title subarrays k different integer titleslug subarrayswithkdifferentintegers difficulty hard translatedtitle null title maximum erasure value titleslug maximumerasurevalue difficulty medium translatedtitle null title number equal count substring titleslug numberofequalcountsubstrings difficulty medium translatedtitle null title minimum consecutive card pick titleslug minimumconsecutivecardstopickup difficulty medium translatedtitle null title longest nice subarray titleslug longestnicesubarray difficulty medium translatedtitle null title optimal partition string titleslug optimalpartitionofstring difficulty medium translatedtitle null title count complete subarrays array titleslug countcompletesubarraysinanarray difficulty medium translatedtitle null title find longest special substring occurs thrice ii titleslug findlongestspecialsubstringthatoccursthriceii difficulty medium translatedtitle null title find longest special substring occurs thrice titleslug findlongestspecialsubstringthatoccursthricei difficulty medium translatedtitle null,204
5,longest palindromic substring,given string return longest palindromic substring nbsp example input quotbabadquot output quotbabquot explanation quotabaquot also valid answer example input quotcbbdquot output quotbbquot nbsp constraint lt slength lt consist digit english letter,two pointer string dynamic programming,algorithm,reuse previously computed palindrome compute larger palindrome “aba” palindrome “xabax” palindrome similarly “xabay” palindrome complexity based hint rnif use bruteforce check whether every start end position substring palindrome start end pair palindromic check reduce time palindromic check reusing previous computation,title shortest palindrome titleslug shortestpalindrome difficulty hard translatedtitle null title palindrome permutation titleslug palindromepermutation difficulty easy translatedtitle null title palindrome pair titleslug palindromepairs difficulty hard translatedtitle null title longest palindromic subsequence titleslug longestpalindromicsubsequence difficulty medium translatedtitle null title palindromic substring titleslug palindromicsubstrings difficulty medium translatedtitle null title maximum number nonoverlapping palindrome substring titleslug maximumnumberofnonoverlappingpalindromesubstrings difficulty hard translatedtitle null,TITLE longest palindromic substring CATEGORY algorithm TOPICS two pointer string dynamic programming DESCRIPTION given string return longest palindromic substring nbsp example input quotbabadquot output quotbabquot explanation quotabaquot also valid answer example input quotcbbdquot output quotbbquot nbsp constraint lt slength lt consist digit english letter HINTS reuse previously computed palindrome compute larger palindrome “aba” palindrome “xabax” palindrome similarly “xabay” palindrome complexity based hint rnif use bruteforce check whether every start end position substring palindrome start end pair palindromic check reduce time palindromic check reusing previous computation SIMILAR title shortest palindrome titleslug shortestpalindrome difficulty hard translatedtitle null title palindrome permutation titleslug palindromepermutation difficulty easy translatedtitle null title palindrome pair titleslug palindromepairs difficulty hard translatedtitle null title longest palindromic subsequence titleslug longestpalindromicsubsequence difficulty medium translatedtitle null title palindromic substring titleslug palindromicsubstrings difficulty medium translatedtitle null title maximum number nonoverlapping palindrome substring titleslug maximumnumberofnonoverlappingpalindromesubstrings difficulty hard translatedtitle null,144
7,reverse integer,given signed bit integer x return x digit reversed reversing x cause value go outside signed bit integer range return assume environment allow store bit integer signed unsigned nbsp example input x output example input x output example input x output nbsp constraint lt x lt,math,algorithm,,title string integer atoi titleslug stringtointegeratoi difficulty medium translatedtitle null title reverse bit titleslug reversebits difficulty easy translatedtitle null title number double reversal titleslug anumberafteradoublereversal difficulty easy translatedtitle null title count number distinct integer reverse operation titleslug countnumberofdistinctintegersafterreverseoperations difficulty medium translatedtitle null,TITLE reverse integer CATEGORY algorithm TOPICS math DESCRIPTION given signed bit integer x return x digit reversed reversing x cause value go outside signed bit integer range return assume environment allow store bit integer signed unsigned nbsp example input x output example input x output example input x output nbsp constraint lt x lt HINTS  SIMILAR title string integer atoi titleslug stringtointegeratoi difficulty medium translatedtitle null title reverse bit titleslug reversebits difficulty easy translatedtitle null title number double reversal titleslug anumberafteradoublereversal difficulty easy translatedtitle null title count number distinct integer reverse operation titleslug countnumberofdistinctintegersafterreverseoperations difficulty medium translatedtitle null,98
9,palindrome number,given integer x return true x palindrome false otherwise nbsp example input x output true explanation read left right right left example input x output false explanation left right read right left becomes therefore palindrome example input x output false explanation read right left therefore palindrome nbsp constraint nbsplt x lt nbsp nbsp follow could solve without converting integer string,math,algorithm,beware overflow reverse integer,title palindrome linked list titleslug palindromelinkedlist difficulty easy translatedtitle null title find palindrome fixed length titleslug findpalindromewithfixedlength difficulty medium translatedtitle null title strictly palindromic number titleslug strictlypalindromicnumber difficulty medium translatedtitle null title count symmetric integer titleslug countsymmetricintegers difficulty easy translatedtitle null title find count good integer titleslug findthecountofgoodintegers difficulty hard translatedtitle null title find largest palindrome divisible k titleslug findthelargestpalindromedivisiblebyk difficulty hard translatedtitle null,TITLE palindrome number CATEGORY algorithm TOPICS math DESCRIPTION given integer x return true x palindrome false otherwise nbsp example input x output true explanation read left right right left example input x output false explanation left right read right left becomes therefore palindrome example input x output false explanation read right left therefore palindrome nbsp constraint nbsplt x lt nbsp nbsp follow could solve without converting integer string HINTS beware overflow reverse integer SIMILAR title palindrome linked list titleslug palindromelinkedlist difficulty easy translatedtitle null title find palindrome fixed length titleslug findpalindromewithfixedlength difficulty medium translatedtitle null title strictly palindromic number titleslug strictlypalindromicnumber difficulty medium translatedtitle null title count symmetric integer titleslug countsymmetricintegers difficulty easy translatedtitle null title find count good integer titleslug findthecountofgoodintegers difficulty hard translatedtitle null title find largest palindrome divisible k titleslug findthelargestpalindromedivisiblebyk difficulty hard translatedtitle null,138
11,container water,given integer array height length n n vertical line drawn two endpoint th line heighti find two line together xaxis form container container contains water return maximum amount water container store notice may slant container nbsp example input height output explanation vertical line represented array case max area water blue section container contain example input height output nbsp constraint n heightlength lt n lt lt heighti lt,array two pointer greedy,algorithm,simulate problem efficient try use twopointers set one pointer left one right array always move pointer point lower line calculate amount water step,title trapping rain water titleslug trappingrainwater difficulty hard translatedtitle null title maximum tastiness candy basket titleslug maximumtastinessofcandybasket difficulty medium translatedtitle null title house robber iv titleslug houserobberiv difficulty medium translatedtitle null,TITLE container water CATEGORY algorithm TOPICS array two pointer greedy DESCRIPTION given integer array height length n n vertical line drawn two endpoint th line heighti find two line together xaxis form container container contains water return maximum amount water container store notice may slant container nbsp example input height output explanation vertical line represented array case max area water blue section container contain example input height output nbsp constraint n heightlength lt n lt lt heighti lt HINTS simulate problem efficient try use twopointers set one pointer left one right array always move pointer point lower line calculate amount water step SIMILAR title trapping rain water titleslug trappingrainwater difficulty hard translatedtitle null title maximum tastiness candy basket titleslug maximumtastinessofcandybasket difficulty medium translatedtitle null title house robber iv titleslug houserobberiv difficulty medium translatedtitle null,134
13,roman integer,roman numeral represented seven different symbolsnbsp v x l c symbol value v x l c examplenbsp written ii nbspin roman numeral two one added together written asnbsp xii simply x ii number written xxvii xx v ii roman numeral usually written largest smallest left right however numeral four iiii instead number four written iv one five subtract making four principle applies number nine written ix six instance subtraction used placed v x make nbsp x placed l c make nbsp c placed make given roman numeral convert integer nbsp example input quotiiiquot output explanation iii example input quotlviiiquot output explanation l v iii example input quotmcmxcivquot output explanation cm xc iv nbsp constraint lt slength lt contains onlynbspthe character v x l c guaranteed nbspthat valid roman numeral range,hash table math string,algorithm,problem simpler solve working string back front using map,title integer roman titleslug integertoroman difficulty medium translatedtitle null,TITLE roman integer CATEGORY algorithm TOPICS hash table math string DESCRIPTION roman numeral represented seven different symbolsnbsp v x l c symbol value v x l c examplenbsp written ii nbspin roman numeral two one added together written asnbsp xii simply x ii number written xxvii xx v ii roman numeral usually written largest smallest left right however numeral four iiii instead number four written iv one five subtract making four principle applies number nine written ix six instance subtraction used placed v x make nbsp x placed l c make nbsp c placed make given roman numeral convert integer nbsp example input quotiiiquot output explanation iii example input quotlviiiquot output explanation l v iii example input quotmcmxcivquot output explanation cm xc iv nbsp constraint lt slength lt contains onlynbspthe character v x l c guaranteed nbspthat valid roman numeral range HINTS problem simpler solve working string back front using map SIMILAR title integer roman titleslug integertoroman difficulty medium translatedtitle null,161
14,longest common prefix,write function find longest common prefix string amongst array string common prefix return empty string quotquot nbsp example input strs quotflowerquotquotflowquotquotflightquot output quotflquot example input strs quotdogquotquotracecarquotquotcarquot output quotquot explanation common prefix among input string nbsp constraint lt strslength lt lt strsilength lt strsi consists lowercase english letter nonempty,string trie,algorithm,,title smallest missing integer greater sequential prefix sum titleslug smallestmissingintegergreaterthansequentialprefixsum difficulty easy translatedtitle null title find length longest common prefix titleslug findthelengthofthelongestcommonprefix difficulty medium translatedtitle null title longest common suffix query titleslug longestcommonsuffixqueries difficulty hard translatedtitle null title longest common prefix one removal titleslug longestcommonprefixafteratmostoneremoval difficulty medium translatedtitle null,TITLE longest common prefix CATEGORY algorithm TOPICS string trie DESCRIPTION write function find longest common prefix string amongst array string common prefix return empty string quotquot nbsp example input strs quotflowerquotquotflowquotquotflightquot output quotflquot example input strs quotdogquotquotracecarquotquotcarquot output quotquot explanation common prefix among input string nbsp constraint lt strslength lt lt strsilength lt strsi consists lowercase english letter nonempty HINTS  SIMILAR title smallest missing integer greater sequential prefix sum titleslug smallestmissingintegergreaterthansequentialprefixsum difficulty easy translatedtitle null title find length longest common prefix titleslug findthelengthofthelongestcommonprefix difficulty medium translatedtitle null title longest common suffix query titleslug longestcommonsuffixqueries difficulty hard translatedtitle null title longest common prefix one removal titleslug longestcommonprefixafteratmostoneremoval difficulty medium translatedtitle null,110
15,sum,given integer array nums return triplet numsi numsj numsk j k j k numsi numsj numsk notice solution set must contain duplicate triplet nbsp example input nums output explanation nums nums nums nums nums nums nums nums nums distinct triplet notice order output order triplet matter example input nums output explanation possible triplet sum example input nums output explanation possible triplet sum nbsp constraint lt numslength lt lt numsi lt,array two pointer sorting,algorithm,essentially need find three number x z add given value fix one number say x left twosum problem hand twosum problem fix one number say x scan entire array find next number value x value input parameter change array somehow search becomes faster second train thought twosum without changing array use additional space somehow like maybe hash map speed search,title two sum titleslug twosum difficulty easy translatedtitle null title sum closest titleslug sumclosest difficulty medium translatedtitle null title sum titleslug sum difficulty medium translatedtitle null title sum smaller titleslug sumsmaller difficulty medium translatedtitle null title number arithmetic triplet titleslug numberofarithmetictriplets difficulty easy translatedtitle null title minimum sum mountain triplet titleslug minimumsumofmountaintripletsi difficulty easy translatedtitle null title minimum sum mountain triplet ii titleslug minimumsumofmountaintripletsii difficulty medium translatedtitle null,TITLE sum CATEGORY algorithm TOPICS array two pointer sorting DESCRIPTION given integer array nums return triplet numsi numsj numsk j k j k numsi numsj numsk notice solution set must contain duplicate triplet nbsp example input nums output explanation nums nums nums nums nums nums nums nums nums distinct triplet notice order output order triplet matter example input nums output explanation possible triplet sum example input nums output explanation possible triplet sum nbsp constraint lt numslength lt lt numsi lt HINTS essentially need find three number x z add given value fix one number say x left twosum problem hand twosum problem fix one number say x scan entire array find next number value x value input parameter change array somehow search becomes faster second train thought twosum without changing array use additional space somehow like maybe hash map speed search SIMILAR title two sum titleslug twosum difficulty easy translatedtitle null title sum closest titleslug sumclosest difficulty medium translatedtitle null title sum titleslug sum difficulty medium translatedtitle null title sum smaller titleslug sumsmaller difficulty medium translatedtitle null title number arithmetic triplet titleslug numberofarithmetictriplets difficulty easy translatedtitle null title minimum sum mountain triplet titleslug minimumsumofmountaintripletsi difficulty easy translatedtitle null title minimum sum mountain triplet ii titleslug minimumsumofmountaintripletsii difficulty medium translatedtitle null,210
20,valid parenthesis,given string containing character determine input string valid input string valid open bracket must closed type bracket open bracket must closed correct order every close bracket corresponding open bracket type nbsp example input quotquot output true example input quotquot output true example input quotquot output false example input quotquot output true nbsp constraint lt slength lt consists parenthesis,string stack,algorithm,use stack character encounter opening bracket push top stack encounter closing bracket check top stack opening yes pop stack otherwise return false,title generate parenthesis titleslug generateparentheses difficulty medium translatedtitle null title longest valid parenthesis titleslug longestvalidparentheses difficulty hard translatedtitle null title remove invalid parenthesis titleslug removeinvalidparentheses difficulty hard translatedtitle null title check word valid substitution titleslug checkifwordisvalidaftersubstitutions difficulty medium translatedtitle null title check parenthesis string valid titleslug checkifaparenthesesstringcanbevalid difficulty medium translatedtitle null title move piece obtain string titleslug movepiecestoobtainastring difficulty medium translatedtitle null,TITLE valid parenthesis CATEGORY algorithm TOPICS string stack DESCRIPTION given string containing character determine input string valid input string valid open bracket must closed type bracket open bracket must closed correct order every close bracket corresponding open bracket type nbsp example input quotquot output true example input quotquot output true example input quotquot output false example input quotquot output true nbsp constraint lt slength lt consists parenthesis HINTS use stack character encounter opening bracket push top stack encounter closing bracket check top stack opening yes pop stack otherwise return false SIMILAR title generate parenthesis titleslug generateparentheses difficulty medium translatedtitle null title longest valid parenthesis titleslug longestvalidparentheses difficulty hard translatedtitle null title remove invalid parenthesis titleslug removeinvalidparentheses difficulty hard translatedtitle null title check word valid substitution titleslug checkifwordisvalidaftersubstitutions difficulty medium translatedtitle null title check parenthesis string valid titleslug checkifaparenthesesstringcanbevalid difficulty medium translatedtitle null title move piece obtain string titleslug movepiecestoobtainastring difficulty medium translatedtitle null,153
